age,gender,region_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
45,0,0,1,3680,2,1,1,21,33.93,29754.85,376,0,1,0,1,1,1
10,1,0,1,5454,2,2,0,16,438.5,7890.54,794,0,1,1,4,7,1
53,0,1,1,6286,2,1,0,12,84.59,13567.77,380,0,1,1,4,3,0
57,1,0,1,6097,0,1,2,3,78.71,15541.69,403,0,1,0,1,2,0
19,1,0,0,6286,0,2,1,6,152.95,9505.05,372,1,0,1,2,2,1
56,0,0,0,6286,1,1,2,15,125.5,46757.2,391,1,0,1,2,7,0
48,1,1,0,6286,1,1,0,14,227.62,17313.78,377,0,1,0,1,2,1
12,1,1,1,4974,0,1,0,22,83.02,36946.53,387,1,0,1,4,1,1
61,1,0,0,6286,0,1,2,17,140.16,11588.53,358,1,0,1,2,1,0
54,0,1,0,6286,1,2,0,21,118.43,43056.14,353,1,0,1,4,1,1
56,0,1,1,2185,1,2,1,9,236.24,5519.14,377,0,1,0,1,0,1
54,1,1,0,6286,0,1,0,13,213.61,7782.28,357,0,1,0,1,0,1
61,1,1,1,5456,2,2,1,9,993.5866888221456,20139.05,353,1,0,1,2,7,1
43,1,1,1,5902,2,2,0,11,971.91,38348.34,794,0,1,1,3,3,1
55,0,0,1,5343,1,2,2,8,253.59,23224.06,351,0,1,1,4,4,0
40,0,1,1,6286,2,1,2,9,338.28,1041.87,375,1,0,0,1,0,1
42,0,2,0,6286,0,1,1,15,48.14,47687.39,372,1,0,1,2,1,1
28,0,0,1,504,1,2,2,14,111.68,32708.85,376,0,1,1,2,3,1
24,1,1,1,3214,1,1,0,17,427.27,99269.56,581,1,0,0,1,5,0
56,1,1,1,928,1,0,2,11,579.81,22729.82,794,1,0,0,1,7,0
18,1,0,0,6286,0,2,2,17,181.11,91975.13,801,0,1,0,1,4,0
18,1,0,0,6286,0,2,0,12,184.09,83112.96,355,0,1,0,1,8,0
21,1,1,1,655,1,2,2,17,93.13,31979.88,355,0,1,1,2,7,0
49,1,1,1,4778,1,0,1,6,871.81,14654.5,372,1,1,1,4,0,0
56,1,0,1,514,2,1,2,11,44.01,25772.52,802,0,1,0,1,1,0
15,1,1,0,6286,1,2,2,3,106.19,49695.04,729,1,0,0,1,2,0
24,1,0,1,3061,1,2,1,22,289.26,48155.73,353,0,1,0,1,1,0
27,0,1,1,4648,1,1,1,7,30.21,81478.38,799,1,0,0,1,4,0
64,0,1,1,5130,1,2,1,15,30.77,41981.22,353,0,1,1,0,2,0
55,1,0,1,5145,2,2,2,11,225.83,2234.29,802,1,0,0,1,1,1
54,1,1,1,4047,2,0,2,10,1419.3,9385.55,350,0,1,1,3,2,1
13,1,1,0,6286,0,2,2,13,66.68,34066.94,358,0,1,1,2,3,0
23,1,1,0,6286,2,1,2,12,69.94,60467.55,800,1,0,1,2,5,0
31,1,2,0,6286,1,2,1,13,210.0,70846.65,360,1,1,0,1,6,0
39,0,1,0,6286,0,2,2,19,49.72,4740.97,377,0,1,1,2,0,1
12,1,0,0,6286,0,1,2,21,94.32,1596.71,347,1,0,0,1,3,1
64,1,1,1,4354,0,1,2,1,584.53,91096.02,349,1,1,0,1,6,0
24,0,0,0,6286,2,1,1,6,885.5443929634116,18856.42,346,0,1,1,0,7,0
36,1,1,1,3834,0,1,1,10,78.92,27089.8,794,0,1,0,1,0,1
29,1,1,0,6286,0,2,1,14,33.98,28900.13,374,1,0,0,1,1,0
40,0,0,1,2087,2,1,1,15,34.34,8154.83,346,1,0,1,0,1,0
43,0,0,0,6286,2,0,1,8,485.42,29372.75,346,1,0,0,1,7,0
24,1,1,1,962,0,2,1,12,550.83,6938.78,353,1,1,0,1,7,0
46,1,0,0,6286,1,1,0,4,143.7,24431.64,729,0,1,1,4,7,0
50,0,0,0,6286,1,1,2,12,128.65,6925.27,350,1,0,0,1,0,0
33,1,0,1,1009,1,1,2,12,110.24,49329.52,403,1,0,1,4,1,1
36,0,0,0,6286,0,2,1,7,277.92,3804.62,372,0,1,0,1,2,1
31,0,1,1,4402,1,1,0,18,40.15,13347.01,376,0,1,1,4,1,0
30,1,1,0,6286,2,2,0,20,274.48,29245.35,382,1,1,1,0,2,1
49,0,0,0,6286,0,1,1,22,83.08,57551.36,355,0,1,1,2,4,0
21,1,1,0,6286,1,1,0,5,46.01,16734.32,794,0,1,0,1,5,0
58,1,1,0,6286,0,1,1,10,201.89,32669.15,374,0,1,1,0,2,1
16,1,0,0,6286,1,2,2,24,423.51,22658.96,794,1,1,1,3,1,1
23,1,0,1,5681,2,1,1,17,89.92,32798.85,358,0,1,0,1,3,1
11,0,0,0,6286,2,1,0,21,345.34,3026.93,357,0,1,0,1,5,0
26,0,0,1,2392,1,0,2,19,612.65,12376.17,354,0,1,1,3,2,1
60,0,1,1,3180,1,2,2,17,929.1481821414144,17513.53,374,0,1,0,1,7,1
16,1,1,0,6286,0,2,2,12,96.0,1392.58,382,0,1,1,2,0,1
19,0,0,1,5546,0,2,2,9,64.01,43350.81,802,1,0,0,1,3,1
12,1,1,0,6286,2,1,2,23,202.17,44675.05,354,1,0,0,1,0,1
62,0,0,1,5560,0,1,0,15,34.3,3511.76,729,1,0,1,2,2,1
15,0,0,1,5026,2,1,2,16,212.08,3963.83,387,1,0,0,1,1,1
42,1,1,0,6286,1,2,0,12,253.61,46839.63,391,1,0,0,1,3,1
38,0,1,0,6286,1,1,0,20,66.37,48627.05,354,0,1,0,1,1,1
52,0,1,1,3151,1,2,2,13,104.24,19316.56,346,0,1,1,3,2,0
50,0,1,0,6286,0,1,2,12,183.92,29431.8,372,0,1,1,4,3,0
11,0,1,0,6286,1,2,0,17,979.8213952243304,29074.76,802,0,1,0,1,0,1
40,1,1,0,6286,2,2,0,10,188.44,28752.54,380,0,1,1,4,7,0
28,0,0,0,6286,2,1,1,13,195.05,37778.44,380,0,1,0,1,3,0
64,1,1,1,4119,1,1,1,22,32.15,48517.17,802,0,1,0,1,1,1
47,0,0,0,6286,0,2,1,12,183.92,46873.1,794,0,1,1,4,3,1
62,0,2,1,1068,2,1,1,13,612.15,17352.34,387,1,0,1,4,7,1
55,0,1,1,842,2,1,0,14,67.18,29402.2,374,0,1,1,0,1,0
26,0,0,1,2716,2,0,2,14,548.14,41726.88,313,1,1,1,2,0,0
47,1,1,1,6286,0,1,0,13,215.59,2400.75,799,1,0,0,1,1,1
34,0,1,0,6286,2,1,1,16,146.01,3502.08,403,1,0,0,1,3,1
12,1,2,1,3517,0,1,2,21,186.88,24167.67,398,1,0,1,3,1,1
24,0,1,0,6286,1,2,0,11,31.7,17705.08,391,0,1,1,3,1,1
31,0,0,1,4251,0,2,1,13,135.93,78153.19,729,0,1,1,2,8,0
11,0,0,0,6286,2,0,2,10,332.6,37186.5,351,0,1,0,1,7,1
26,0,1,1,5076,2,1,0,13,1176.6204136856363,16492.61,350,1,0,0,1,2,0
57,0,1,1,5737,0,2,0,14,34.7,17984.29,377,1,0,0,1,3,1
17,0,0,1,3278,1,2,0,7,30.08,26817.61,382,0,1,0,1,1,1
17,1,1,1,176,0,2,0,15,78.95,26767.98,729,0,1,0,1,1,0
12,0,0,1,5767,1,0,1,14,246.52,12240.43,403,1,1,1,0,2,0
33,1,0,1,2636,2,2,2,11,33.64,96835.25,354,1,0,0,1,6,0
36,1,1,0,6286,1,2,0,24,96.35,28250.36,355,1,0,1,2,1,0
56,0,0,1,4690,2,0,2,8,299.0,46586.83,351,1,0,1,4,2,1
52,0,0,1,5156,2,2,0,13,1133.8192616712597,3442.82,800,0,1,1,3,3,1
44,1,1,0,6286,2,2,2,12,161.73,26869.47,794,1,0,0,1,3,0
19,1,0,1,3937,1,0,1,1,1169.19,37879.88,403,1,0,0,1,2,1
60,0,0,0,6286,2,2,0,8,36.01,82483.07,794,0,1,0,1,8,0
26,1,1,1,5373,1,0,0,21,271.77,2430.74,403,1,0,1,0,3,1
15,1,2,1,1104,1,1,1,11,64.14,40677.27,382,0,1,1,4,1,0
22,1,1,1,4346,0,2,0,19,919.6772328614304,10600.06,802,1,0,0,1,0,1
28,0,0,0,6286,2,1,0,14,55.47,35699.94,347,0,1,0,1,7,0
45,0,0,1,4584,2,1,1,8,594.8,56127.61,336,0,1,1,0,6,0
57,1,1,1,803,2,2,0,18,81.2,22637.17,376,0,1,1,0,0,1
42,0,1,1,4070,0,2,0,4,203.69,14830.35,353,1,0,1,3,3,0
43,1,1,0,6286,1,1,0,12,266.64,32252.62,801,0,1,0,1,0,1
19,1,2,1,5197,2,1,2,10,59.33,43237.17,374,0,1,0,1,3,1
50,1,0,1,3096,2,2,1,25,126.97,9041.98,802,1,0,0,1,1,1
44,0,0,1,61,0,2,1,12,41.78,18279.42,403,1,0,0,1,0,0
13,1,2,0,6286,1,0,2,7,245.39,15617.13,441,1,0,0,1,1,0
32,1,1,1,6286,1,1,1,7,168.8,21984.7,374,1,0,0,1,3,0
37,0,2,0,6286,2,1,0,18,331.15,6747.18,802,1,0,1,0,3,1
41,1,1,1,571,1,1,2,8,145.45,11515.34,346,1,0,1,3,7,0
32,1,0,0,6286,1,1,0,7,78.05,41801.53,403,1,0,1,2,1,1
36,1,1,1,3801,1,0,0,9,205.87,9723.42,376,0,1,1,3,1,0
35,0,1,1,4979,1,2,2,22,56.3,31368.67,801,1,0,1,3,7,0
26,0,1,1,6286,1,0,2,12,308.83,37831.57,375,1,0,0,1,0,0
62,0,1,0,6286,1,1,2,19,228.6,68964.33,799,1,1,0,1,4,0
12,1,0,0,6286,1,1,0,17,173.82,20140.19,351,0,1,1,4,2,1
16,0,1,0,6286,2,1,1,4,32.33,10703.74,351,0,1,0,1,8,0
56,1,0,1,2937,1,1,1,12,72.83,21886.07,387,0,1,1,4,1,1
13,0,0,1,235,0,1,2,10,31.95,48117.6,799,0,1,0,1,0,1
34,1,1,0,6286,2,1,0,7,164.02,11926.29,391,1,0,0,1,7,1
19,0,1,1,5229,1,1,0,17,30.61,1820.96,802,1,0,0,1,3,1
40,0,1,1,2210,2,1,2,18,34.5,43352.28,173,0,1,0,1,3,0
63,1,1,1,72,1,2,0,17,183.31,31001.74,374,0,1,0,1,2,0
61,1,0,0,6286,1,2,0,18,150.29,28292.83,354,1,0,0,1,7,0
18,0,0,0,6286,1,2,2,12,34.9,10011.46,375,1,0,1,4,0,0
17,0,0,0,6286,2,2,0,3,42.74,31218.16,729,1,0,1,2,3,1
45,1,0,1,6286,2,1,0,15,1444.918475666096,47660.41,188,1,1,0,1,2,0
50,0,1,0,6286,2,2,2,5,182.04,41908.87,380,1,0,0,1,3,1
40,1,0,0,6286,2,1,2,18,258.51,44425.2,387,0,1,1,3,1,1
50,1,2,1,5381,2,2,0,12,31.76,16271.18,377,0,1,1,3,0,1
62,0,1,0,6286,1,2,0,4,34.24,20315.06,380,0,1,1,0,1,0
13,1,2,1,5548,2,1,2,18,147.26,12364.25,729,1,0,1,0,1,0
35,0,1,0,6286,2,2,0,16,75.22,48939.09,382,0,1,0,1,1,1
42,1,0,0,6286,1,2,2,17,30.32,5403.21,375,0,1,0,1,3,0
48,1,1,0,6286,1,2,0,15,52.95,28427.91,374,1,0,1,0,2,0
46,1,0,0,6286,1,1,2,18,473.63,12178.05,353,0,1,1,3,2,0
29,1,0,1,5753,2,2,0,8,528.63,42653.47,800,1,0,1,2,0,1
12,1,1,0,6286,0,2,1,12,257.72,45771.17,353,0,1,0,1,3,0
46,0,2,1,1646,1,1,0,15,55.09,11732.5,799,0,1,1,2,0,0
17,1,0,1,6286,1,1,0,7,569.34,8689.02,380,1,0,1,3,3,1
10,0,0,0,6286,0,2,2,16,31.95,33340.83,794,0,1,0,1,1,1
16,0,1,1,6262,2,2,1,8,52.92,1076.12,800,0,1,0,1,1,0
18,1,0,0,6286,0,2,0,14,183.36,24233.65,351,1,0,1,3,3,1
32,1,0,1,3654,2,2,2,19,79.13,17093.87,355,0,1,1,0,1,1
64,0,0,0,6286,1,1,1,10,73.78,33834.1,372,0,1,0,1,7,1
23,0,0,0,6286,2,1,0,12,32.15,21956.72,794,0,1,1,4,3,0
59,0,1,1,3985,2,2,1,16,811.26,12516.52,377,1,1,1,0,2,1
48,0,1,1,6078,2,1,2,14,542.84,41638.31,387,1,0,0,1,7,0
42,0,0,0,6286,1,1,2,16,442.59,46421.14,357,0,1,1,2,1,0
25,1,1,0,6286,1,1,2,20,74.66,4806.41,802,1,0,1,3,7,0
38,1,2,1,5245,0,1,2,5,34.38,6657.27,357,0,1,0,1,1,1
51,0,1,1,1000,2,2,2,5,41.95,34192.2,331,1,0,1,2,3,1
56,0,0,0,6286,1,1,2,8,45.11,37053.22,347,1,0,0,1,5,0
15,0,0,0,6286,2,1,1,16,40.5,33303.3,801,1,0,0,1,6,0
35,0,0,1,4806,2,1,0,8,401.92,11403.07,802,1,0,0,1,2,1
56,1,0,0,6286,1,1,0,18,200.77,56492.4,410,1,0,1,2,5,0
44,1,1,1,2569,2,1,0,14,112.7,26127.16,346,0,1,0,1,1,1
25,1,2,0,6286,0,1,1,15,47.02,47829.73,387,0,1,0,1,3,1
36,1,0,1,2731,1,2,2,12,191.52,48968.18,377,0,1,1,3,7,0
39,0,1,1,3917,2,2,1,18,30.83,44517.67,391,1,0,1,0,7,1
60,1,2,0,6286,2,1,1,15,61.44,12243.41,79,1,0,0,1,2,0
59,0,0,1,6286,0,1,0,9,30.58,20009.64,351,1,0,0,1,1,1
12,0,0,0,6286,2,2,1,16,191.27,11510.35,346,0,1,1,0,1,1
22,1,1,0,6286,2,2,2,11,377.27,60103.5,349,0,1,1,3,4,0
31,1,2,0,6286,1,1,1,18,34.79,33063.21,800,0,1,0,1,4,0
49,1,0,1,3848,1,2,1,11,31.03,11377.89,802,0,1,0,1,3,0
32,0,0,0,6286,2,2,1,10,34.85,41149.32,380,1,0,1,0,0,1
20,1,0,0,6286,0,2,1,16,388.01,1375.47,376,1,1,1,2,1,1
51,0,2,0,6286,2,1,0,11,107.9,45520.85,372,1,0,1,2,1,1
43,0,0,1,6093,0,1,1,18,822.850656447299,7998.85,748,1,0,1,0,3,0
49,1,2,1,3506,2,1,0,17,134.05,98684.94,360,1,0,1,0,8,0
42,0,0,0,6286,1,1,0,14,329.92,42943.7,802,0,1,1,0,1,1
57,1,0,1,584,1,1,1,16,63.94,23295.27,351,0,1,1,3,0,0
48,1,1,0,6286,2,1,1,16,31.11,23661.15,349,0,1,0,1,1,1
55,1,0,0,6286,1,2,0,14,114.6,30875.28,380,0,1,1,3,3,1
28,1,1,1,430,0,0,2,17,873.55,23699.26,351,0,1,0,1,3,0
13,1,2,0,6286,0,1,1,7,38.6,57689.38,355,1,0,1,2,6,0
45,0,0,0,6286,0,2,2,7,152.73,17873.05,801,0,1,0,1,8,0
58,1,0,0,6286,0,2,0,10,479.64,23318.42,336,1,0,0,1,5,0
17,0,1,0,6286,2,2,1,22,196.45,26539.72,382,1,0,1,3,1,1
35,1,0,1,4906,2,1,2,18,108.13,19245.38,349,0,1,0,1,7,0
18,0,0,0,6286,1,0,1,9,248.57,32112.28,346,0,1,0,1,5,0
58,1,1,0,6286,2,0,0,13,418.14,24829.12,374,1,0,0,1,1,1
57,0,0,1,2496,2,1,2,10,33.13,36433.26,377,1,0,0,1,2,1
42,0,0,0,6286,2,1,1,18,81.65,40333.07,391,0,1,0,1,2,1
12,0,0,0,6286,0,2,0,11,349.34,6515.95,357,1,0,1,4,0,0
10,1,1,0,6286,2,2,1,16,160.42,41110.45,374,1,0,0,1,3,1
24,1,0,0,6286,2,1,0,14,331.81,16944.57,357,0,1,0,1,3,0
34,0,1,1,2610,2,1,2,18,599.47,5136.13,729,0,1,0,1,0,1
21,1,0,1,1364,1,1,1,7,145.83,5254.77,375,1,0,1,0,7,1
37,0,2,0,6286,2,2,1,19,219.86,13354.96,21,1,0,1,3,3,0
29,1,1,0,6286,2,2,1,24,32.25,11009.7,794,1,0,0,1,1,1
18,1,0,1,5239,0,2,2,10,32.83,42027.72,355,0,1,1,0,1,1
32,1,2,1,6286,0,1,1,8,158.56,47259.66,355,1,0,0,1,4,0
14,0,1,0,6286,2,1,0,23,34.63,44126.78,351,1,0,0,1,0,1
39,0,1,1,4242,2,1,2,3,600.57,1982.28,377,0,1,0,1,7,1
11,0,0,1,5798,2,1,0,7,221.52,41935.09,358,1,0,1,0,2,0
34,0,1,1,4061,0,0,2,13,809.13,84745.36,350,1,1,0,1,5,0
34,0,0,1,139,0,2,2,22,33.1,46842.88,802,0,1,1,3,7,0
16,1,0,1,4696,1,1,2,16,604.52,4895.47,382,1,1,1,0,3,1
33,1,0,1,1049,0,0,0,11,228.53,19117.75,780,1,0,1,4,1,1
16,1,2,1,2898,1,1,2,11,539.7,34133.89,387,1,0,1,4,1,0
42,0,0,0,6286,0,2,2,14,1149.1961552656917,20481.85,387,0,1,0,1,1,1
11,1,0,1,6279,0,2,1,18,775.75,39563.53,794,1,0,1,0,2,1
24,1,1,1,2791,0,1,1,26,1248.8974741204015,26251.92,354,1,0,1,4,7,1
42,0,0,0,6286,0,2,2,14,252.82,45632.89,387,1,0,1,4,0,1
19,0,1,0,6286,0,2,2,7,33.39,49477.17,353,0,1,1,0,7,1
48,1,0,0,6286,0,0,0,16,320.55,49343.89,347,1,1,1,3,7,0
50,1,1,0,6286,1,1,0,13,222.31,16341.2,799,0,1,0,1,6,0
12,0,1,0,6286,2,1,2,12,430.77,32307.03,801,1,1,0,1,0,0
19,1,1,1,6286,1,1,1,8,109.51,10107.57,350,0,1,1,0,3,0
33,1,2,0,6286,0,1,2,18,137.92,11086.8,794,1,0,1,2,2,1
63,0,1,0,6286,0,1,0,17,107.45,27030.74,382,1,0,0,1,0,1
18,1,2,0,6286,1,1,1,2,482.56,49798.38,346,1,0,1,2,1,0
15,1,0,0,6286,2,0,0,14,362.15,11046.42,387,0,1,0,1,2,1
22,0,1,1,5036,1,1,0,20,1181.979479460997,88598.41,353,1,0,0,1,8,0
62,1,2,0,6286,0,1,1,19,312.61,46882.84,372,1,0,1,3,0,1
61,1,0,1,6286,2,1,2,7,186.08,22469.11,354,0,1,0,1,3,1
45,1,2,0,6286,0,1,2,14,58.74,79751.4,410,1,0,0,1,4,0
40,0,1,0,6286,1,1,2,16,368.7,46218.25,800,1,1,1,2,5,0
46,1,0,0,6286,0,0,0,5,468.64,47224.4,802,1,0,1,2,1,0
52,0,0,0,6286,2,1,1,19,32.05,1062.99,372,0,1,0,1,7,1
54,0,0,1,3070,0,2,1,8,2260.707069720332,17350.19,802,1,1,0,1,1,1
30,1,0,1,2400,1,2,2,18,259.39,38646.47,380,0,1,0,1,2,1
58,1,1,0,6286,0,2,1,12,431.08,73765.44,582,1,0,0,1,4,0
48,1,0,0,6286,0,1,2,5,195.35,28730.02,391,1,0,1,3,3,1
59,1,1,1,681,2,1,2,11,31.37,18061.37,349,1,0,1,3,3,1
23,0,0,1,1386,2,2,0,12,1088.436924586747,36660.64,382,1,0,1,0,1,0
64,0,1,1,1954,2,1,2,19,261.89,47251.09,391,0,1,1,4,3,1
45,1,0,1,1201,2,1,2,16,839.89,48513.18,376,0,1,1,4,0,0
30,1,1,1,1954,1,1,0,12,67.69,29788.71,374,1,0,0,1,0,0
35,0,1,1,5624,0,2,1,12,43.63,45358.08,376,0,1,0,1,0,1
15,1,0,0,6286,1,2,0,13,31.25,95749.52,360,1,0,0,1,4,0
24,1,0,1,6286,0,1,2,11,94.59,29879.5,351,1,0,1,4,6,0
21,1,0,1,2836,0,1,1,4,2101.622393395206,15043.92,374,1,0,0,1,7,0
19,1,2,1,2576,2,2,1,15,30.45,25191.19,375,1,0,0,1,0,1
22,1,0,1,4485,0,1,2,10,70.94,2919.28,799,1,0,1,3,7,1
44,0,1,1,2827,0,1,2,15,151.25,21658.47,799,1,0,0,1,1,1
14,1,0,0,6286,1,1,1,20,34.82,36087.68,376,1,0,0,1,2,0
29,0,2,0,6286,1,1,2,11,327.45,4987.77,802,1,1,1,0,5,0
59,0,1,1,5718,1,2,0,10,65.22,4672.69,357,0,1,0,1,5,0
24,1,0,1,4580,0,1,1,8,1367.4393010805236,8479.8,377,1,0,1,4,1,1
42,0,0,1,115,1,2,1,21,200.96,9732.08,358,1,0,0,1,7,0
58,0,1,0,6286,1,1,1,21,97.94,97654.92,357,1,0,1,3,6,0
35,1,0,1,2192,1,2,0,23,1064.7633153277227,42483.66,391,0,1,1,3,7,1
49,1,2,0,6286,2,0,1,19,354.86,15925.9,794,1,0,0,1,2,1
36,0,1,0,6286,0,2,2,10,475.11,96123.01,350,0,1,0,1,6,0
23,0,0,0,6286,2,2,0,21,53.32,872.81,353,1,0,1,4,7,1
60,0,1,0,6286,0,2,0,15,194.81,92169.95,593,0,1,1,3,5,0
35,1,1,0,6286,2,2,1,21,133.86,13347.11,802,0,1,1,2,3,1
10,1,0,0,6286,1,2,1,11,31.27,14164.53,358,0,1,1,4,2,1
30,1,0,0,6286,1,1,0,15,141.03,3952.41,357,0,1,0,1,7,1
44,0,2,0,6286,0,2,1,13,317.51,28374.45,774,0,1,0,1,7,0
26,1,1,1,1524,2,1,0,10,1365.0788463140116,22512.91,349,0,1,1,0,1,1
64,0,0,1,3510,1,1,2,19,146.45,8410.81,346,1,0,0,1,2,1
28,0,0,0,6286,1,1,1,5,87.51,89407.1,351,0,1,0,1,6,0
22,0,0,1,1969,1,1,1,18,30.39,29669.19,350,1,0,1,4,1,1
55,1,1,1,4645,2,2,2,12,116.64,49618.5,391,1,0,0,1,7,0
12,1,0,0,6286,2,2,1,9,208.69,6573.48,354,1,0,1,3,0,0
36,1,1,1,4893,1,2,1,12,92.49,31821.67,802,0,1,0,1,7,0
43,1,0,1,6286,1,2,1,4,30.79,27040.51,349,1,0,0,1,0,1
42,0,1,0,6286,1,1,1,17,455.93,52213.14,799,1,0,0,1,8,0
52,1,2,0,6286,1,2,0,14,431.3,9600.81,346,1,0,1,4,2,0
44,0,2,0,6286,0,2,0,17,158.4,10323.39,351,0,1,1,4,8,0
14,1,0,1,1015,2,1,2,19,88.16,29403.89,347,0,1,1,0,0,1
16,0,0,0,6286,1,1,1,4,34.54,21512.2,349,1,0,0,1,6,0
51,0,1,0,6286,1,2,1,10,311.87,8210.03,382,0,1,1,2,7,1
46,0,1,0,6286,2,2,0,18,62.55,45378.22,375,0,1,1,0,3,0
11,1,0,1,2361,1,1,0,16,33.7,44507.06,350,1,0,1,0,0,0
29,0,0,0,6286,0,2,0,18,148.57,27254.87,346,1,0,1,3,2,1
61,1,0,1,1948,0,1,2,7,55.14,8123.31,380,0,1,0,1,3,0
34,1,1,1,1404,2,1,0,19,30.47,14336.71,403,1,0,1,3,1,1
22,0,1,1,5516,0,1,0,24,514.57,7284.92,403,1,0,1,3,0,1
63,1,0,1,2052,0,2,2,19,211.92,29300.58,353,1,1,0,1,7,0
46,1,1,1,5700,0,2,1,21,107.3,31418.36,350,0,1,0,1,3,0
40,1,1,0,6286,2,2,1,22,228.54,47248.95,794,0,1,1,0,1,1
29,1,1,0,6286,1,2,2,11,134.15,31887.53,794,1,0,0,1,2,0
56,0,1,1,119,2,1,2,24,207.61,42803.51,374,1,1,1,2,7,0
47,0,1,0,6286,0,1,1,11,156.26,28492.07,799,1,0,0,1,2,1
47,0,0,0,6286,2,1,1,22,231.56,48961.14,351,0,1,1,3,7,1
42,0,1,1,2778,2,2,1,9,176.18,20041.06,799,1,0,1,4,7,1
10,0,0,0,6286,0,2,2,15,149.33,29203.37,376,1,0,0,1,1,1
21,1,0,0,6286,1,1,0,20,1270.3798427211682,25072.82,410,1,1,0,1,5,0
14,0,2,1,2666,2,0,0,3,574.43,41091.81,351,1,0,0,1,2,0
42,1,0,1,6286,1,2,0,19,111.7,5571.85,801,0,1,0,1,7,1
10,0,0,0,6286,2,1,2,11,348.25,53850.99,211,0,1,1,2,5,0
34,1,0,0,6286,2,1,0,15,34.66,10789.82,354,1,0,1,2,0,0
14,1,0,0,6286,2,0,0,2,459.43,18372.37,801,0,1,0,1,8,0
46,1,0,1,5007,2,0,0,6,486.664496042632,24918.05,799,1,1,1,3,3,0
59,0,0,1,6286,1,1,0,21,217.24,11742.51,351,1,1,0,1,4,0
47,1,2,1,6286,2,1,2,6,256.27,16916.92,794,1,0,1,0,4,0
17,0,0,1,1187,1,2,1,15,32.0,15363.03,377,1,0,0,1,1,1
61,0,0,0,6286,2,1,1,24,394.56,2918.8,802,0,1,0,1,2,0
18,0,1,0,6286,2,0,1,8,269.48,18554.37,355,1,0,1,0,7,1
31,1,2,0,6286,1,1,2,2,157.99,28289.51,403,1,0,1,3,7,0
60,0,1,0,6286,1,2,0,8,30.72,20346.19,374,0,1,0,1,7,0
24,1,0,0,6286,2,2,0,13,249.01,43328.52,374,1,1,0,1,2,0
27,0,2,1,5979,2,2,2,14,169.85,33391.4,350,1,0,1,4,0,1
39,1,1,1,5426,0,1,1,9,1043.7120012973066,48009.55,380,0,1,0,1,3,0
39,1,2,1,2257,1,1,0,18,148.09,28881.24,387,0,1,1,2,0,1
60,1,0,1,3302,0,2,2,13,108.54,41087.4,802,1,0,1,0,2,1
64,0,1,1,6286,2,1,0,10,34.17,2717.09,354,0,1,1,4,3,1
17,0,1,0,6286,0,1,1,19,469.73,79836.71,582,0,1,0,1,4,0
53,0,1,1,5644,0,2,2,8,427.64,44182.03,391,0,1,0,1,7,0
10,1,1,0,6286,0,2,0,10,430.19,24324.38,382,1,0,0,1,7,0
21,1,1,0,6286,2,1,0,17,55.41,39087.01,598,1,0,1,3,7,1
12,0,0,1,6147,1,1,0,17,118.13,16612.0,802,0,1,0,1,0,1
25,0,0,0,6286,2,2,2,16,440.92,4192.93,350,1,0,1,3,2,1
22,1,2,0,6286,1,0,2,14,235.06,23303.88,358,1,0,0,1,7,1
29,0,2,0,6286,2,1,0,4,485.55,30924.34,350,1,1,0,1,1,1
41,1,1,1,3886,0,0,2,13,679.76,6467.74,355,1,1,1,0,0,0
20,0,0,0,6286,0,1,0,12,32.26,21605.73,353,0,1,1,2,1,1
23,0,0,1,5063,0,2,2,12,351.85,25471.98,372,0,1,1,4,1,1
25,0,1,0,6286,1,1,1,16,187.46,11310.17,349,0,1,0,1,3,0
53,1,1,0,6286,1,2,1,10,169.18,25701.68,347,0,1,1,2,3,1
30,1,1,1,3522,2,2,2,21,54.32,14713.89,354,1,0,0,1,0,1
50,1,2,0,6286,2,2,0,20,1154.5977880923065,45931.47,353,0,1,1,4,3,1
58,0,2,1,4938,2,2,1,3,56.78,37206.18,802,0,1,0,1,8,0
40,0,1,1,4628,1,2,1,17,59.01,9267.18,351,1,0,0,1,2,1
57,0,1,1,4942,2,0,2,6,601.33,34153.51,346,0,1,1,3,1,0
62,0,2,1,624,0,2,1,6,1127.7850177026974,32928.72,375,0,1,0,1,3,1
41,0,2,0,6286,2,1,0,19,36.41,23557.7,391,0,1,0,1,0,0
63,0,1,0,6286,0,2,2,17,94.15,20249.24,372,1,0,1,3,7,1
21,0,2,1,2029,0,2,2,20,293.18,45900.85,357,1,0,1,0,2,0
44,1,1,0,6286,0,1,2,13,302.38,45804.25,391,1,0,1,0,1,1
12,0,0,0,6286,1,2,2,6,497.62,9221.58,375,1,0,1,0,2,1
41,1,2,1,6063,0,1,2,6,192.85,11301.31,353,1,0,0,1,7,1
29,0,1,1,1809,2,2,0,14,769.32,24884.35,801,1,1,1,4,2,0
51,0,0,1,1760,2,1,0,15,1372.078820204847,5829.21,799,1,0,1,4,7,0
25,0,1,1,3245,2,2,1,6,33.97,10257.41,376,0,1,0,1,0,1
60,0,1,0,6286,0,1,0,9,314.1,17650.07,372,0,1,0,1,3,1
