age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
41,F,Town,Basic Membership,Yes,CID43554,Without Offers,Desktop,Mobile_Data,11,68.95,17328.25,12.0,Yes,No,No,Not Applicable,Poor Website,1
45,F,City,Platinum Membership,Yes,CID47735,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,281.01,19682.84,20.0,Yes,No,No,Not Applicable,Poor Product Quality,0
47,F,City,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5,304.91,48640.87,9.0,Yes,No,No,Not Applicable,Too many ads,1
24,M,Town,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,12,335.79,36504.49,Error,No,Yes,Yes,Solved,Poor Customer Service,0
42,F,City,Basic Membership,Yes,CID35256,Without Offers,Smartphone,Fiber_Optic,3,64.62,1341.36,28.0,Yes,No,No,Not Applicable,Poor Customer Service,1
32,F,City,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,355.92,28061.26,5.0,No,Yes,Yes,No Information Available,Poor Customer Service,1
25,M,Town,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,877.6202906807907,3878.31,25.0,No,Yes,No,Not Applicable,No reason specified,1
34,F,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,12,1224.2568366878802,14493.44,5.0,Yes,No,Yes,No Information Available,Too many ads,1
16,F,Village,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,16,323.62,6039.54,8.0,Yes,No,Yes,Solved,Poor Customer Service,1
42,M,Town,No Membership,Yes,CID45729,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,154.57,25755.41,23.0,No,Yes,Yes,Solved,Poor Product Quality,1
36,F,City,No Membership,Yes,CID11048,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,60.77,34085.4,20.0,Yes,No,Yes,Solved,Poor Customer Service,1
39,M,Village,Gold Membership,Yes,CID49661,Gift Vouchers/Coupons,Smartphone,Mobile_Data,2,141.82,44951.45,Error,Yes,No,Yes,Solved in Follow-up,No reason specified,1
27,M,Town,Premium Membership,No,xxxxxxxx,Without Offers,Both,Mobile_Data,23,416.33,37342.19,Error,Yes,No,Yes,Solved,User Friendly Website,0
26,F,Town,Gold Membership,Yes,CID10510,Without Offers,Both,Mobile_Data,17,847.21,26531.44,21.0,Yes,No,Yes,Solved,Too many ads,0
20,F,City,Premium Membership,Yes,CID46088,Credit/Debit Card Offers,Desktop,Wi-Fi,16,126.31,9631.66,21.0,Yes,No,Yes,Solved,Poor Customer Service,0
42,F,Town,No Membership,Yes,CID48779,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17,292.23,29119.63,37.03823870242911,No,Yes,No,Not Applicable,Too many ads,1
26,M,Town,No Membership,Yes,CID26018,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,207.48,46174.0,12.0,No,Yes,Yes,Solved,Poor Customer Service,1
52,F,Town,No Membership,Yes,CID63421,Gift Vouchers/Coupons,Smartphone,Wi-Fi,11,667.67,48556.66,9.0,No,Yes,Yes,Unsolved,Poor Product Quality,1
49,F,City,Silver Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,13,309.48,9566.93,27.0,Yes,No,No,Not Applicable,No reason specified,1
18,M,City,Premium Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12,175.32,41179.65,17.0,Yes,No,Yes,No Information Available,Poor Product Quality,0
37,F,Town,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,91.0,12220.2,28.0,Yes,No,Yes,Unsolved,Poor Website,0
51,M,Village,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21,149.78,25077.7,17.0,Yes,No,Yes,Unsolved,Poor Website,0
29,F,City,Platinum Membership,Yes,CID53664,Credit/Debit Card Offers,Smartphone,Wi-Fi,23,183.04756000057105,44683.95,21.0,No,Yes,No,Not Applicable,Too many ads,0
44,M,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,4,130.89,11135.54,47.1683144960253,No,Yes,No,Not Applicable,No reason specified,0
48,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,292.31,14145.32,23.0,No,Yes,Yes,Unsolved,Too many ads,1
37,F,Town,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,114.6,32300.94,9.0,No,Yes,No,Not Applicable,Too many ads,0
19,F,Town,Platinum Membership,Yes,CID9927,Without Offers,Both,Mobile_Data,8,210.94,10645.19,22.0,No,Yes,No,Not Applicable,No reason specified,0
57,M,City,Gold Membership,Yes,CID55162,Without Offers,Smartphone,Wi-Fi,21,473.01,27436.34,51.865588579358175,No,Yes,No,Not Applicable,Poor Website,0
63,F,City,Gold Membership,Yes,CID50396,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,66.86,36788.78,Error,Yes,No,Yes,Solved in Follow-up,Poor Website,1
36,F,Village,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22,173.23,31272.16,Error,No,Yes,No,Not Applicable,No reason specified,1
55,M,Town,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17,209.47,24358.85,13.0,No,Yes,Yes,Solved,Poor Website,0
12,M,City,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,7,358.28,20912.37,27.0,Yes,No,Yes,Solved in Follow-up,Too many ads,0
23,F,Town,Silver Membership,Yes,CID49246,Gift Vouchers/Coupons,Both,Mobile_Data,19,614.61,37429.4,Error,Yes,Yes,Yes,Solved,Poor Customer Service,0
34,F,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11,46.57,42619.48,24.0,Yes,No,No,Not Applicable,Too many ads,1
29,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,142.35,7533.71,35.88842690530103,Yes,No,No,Not Applicable,Too many ads,1
55,M,City,Platinum Membership,Yes,CID19155,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,107.96,22271.06,14.0,No,Yes,No,Not Applicable,Poor Website,0
36,M,City,Platinum Membership,Yes,CID18555,Credit/Debit Card Offers,Desktop,Wi-Fi,21,120.62,49330.19,25.0,Yes,No,Yes,Unsolved,Poor Product Quality,0
32,F,Town,Platinum Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10,283.15,99394.59,1.0,Yes,Yes,No,Not Applicable,Reasonable Price,0
36,M,Town,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,8,421.04,49546.22,5.0,No,Yes,No,Not Applicable,Poor Website,1
53,M,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,1,1444.622371283773,33752.14,19.0,No,Yes,No,Not Applicable,Too many ads,0
45,F,Town,Silver Membership,Yes,CID45587,Without Offers,Desktop,Wi-Fi,5,36.62,48824.12,28.0,No,Yes,Yes,Solved,No reason specified,1
29,F,Town,Gold Membership,Yes,CID48858,Gift Vouchers/Coupons,Both,Wi-Fi,18,932.46,63971.58,10.0,Yes,No,Yes,Solved in Follow-up,Products always in Stock,0
46,M,Town,Gold Membership,Yes,CID33858,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,517.0,13458.51,3.0,Yes,No,No,Not Applicable,User Friendly Website,0
37,M,City,Silver Membership,Yes,CID55002,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,118.16,27883.48,8.0,Yes,No,Yes,No Information Available,Poor Website,1
37,M,City,Gold Membership,Yes,CID35969,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15,134.41,42895.04,6.0,No,Yes,No,Not Applicable,Too many ads,0
27,M,Village,Gold Membership,Yes,CID38062,Credit/Debit Card Offers,Desktop,Wi-Fi,12,51.76,41546.13,9.0,Yes,No,No,Not Applicable,No reason specified,1
21,M,Town,Basic Membership,Yes,CID51479,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,259.59,43342.96,19.0,Yes,No,No,Not Applicable,Poor Customer Service,1
54,M,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,23,171.59,40929.71,21.0,No,Yes,Yes,Solved in Follow-up,Too many ads,1
53,F,City,Gold Membership,Yes,CID16072,Credit/Debit Card Offers,Both,Wi-Fi,13,904.09,10023.82,26.0,Yes,Yes,No,Not Applicable,No reason specified,0
48,M,City,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,4,156.66,38955.19,9.0,No,Yes,No,Not Applicable,Reasonable Price,0
12,M,City,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,12,250.51,20079.25,39.48706023499121,Yes,Yes,Yes,Unsolved,Poor Customer Service,1
43,M,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,16,30.85,36030.47,7.0,No,Yes,Yes,No Information Available,Too many ads,1
60,M,City,Premium Membership,Yes,CID25027,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10,396.32,32838.49,Error,Yes,No,No,Not Applicable,Products always in Stock,0
41,F,Town,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10,70.14,45739.71,7.0,No,Yes,Yes,Unsolved,Too many ads,0
10,M,Town,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,16,62.6,11887.71,20.0,Yes,No,No,Not Applicable,Poor Customer Service,1
48,F,City,Gold Membership,Yes,CID939,Gift Vouchers/Coupons,Desktop,Wi-Fi,3,1204.87,48443.24,19.0,Yes,Yes,Yes,Unsolved,User Friendly Website,0
14,F,Town,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,195.57,8151.4,24.0,No,Yes,No,Not Applicable,Poor Website,0
14,F,Town,Platinum Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,18,111.87,32514.7,24.0,No,Yes,Yes,Unsolved,Too many ads,0
54,M,Town,Premium Membership,Yes,CID6636,Credit/Debit Card Offers,Desktop,Mobile_Data,7,110.33,16883.08,6.0,Yes,No,No,Not Applicable,Poor Product Quality,0
13,F,City,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,31.6,30729.82,3.4643976829380776,No,Yes,Yes,No Information Available,Poor Customer Service,0
60,F,City,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,7,360.35,25986.65,28.0,Yes,No,No,Not Applicable,Too many ads,1
61,M,City,Platinum Membership,Yes,CID1662,Credit/Debit Card Offers,Both,Wi-Fi,21,905.55,48258.16,12.0,No,Yes,No,Not Applicable,Poor Customer Service,0
43,F,Village,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,193.21,35304.94,22.0,Yes,No,No,Not Applicable,Too many ads,1
62,F,City,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,17,60.19,2853.73,29.0,Yes,No,No,Not Applicable,Poor Customer Service,1
32,F,Town,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11,34.01,75021.39,17.0,No,Yes,Yes,Unsolved,Reasonable Price,0
64,F,City,Silver Membership,Yes,CID21991,Gift Vouchers/Coupons,Desktop,Mobile_Data,20,495.39,45458.52,22.0,No,Yes,No,Not Applicable,Poor Product Quality,0
51,M,Town,Basic Membership,Yes,CID57552,Without Offers,Desktop,Mobile_Data,14,40.74,31848.81,Error,No,Yes,Yes,Unsolved,No reason specified,1
31,F,City,Platinum Membership,Yes,CID12947,Gift Vouchers/Coupons,Desktop,Wi-Fi,6,724.46,30029.44,22.0,Yes,Yes,Yes,Solved in Follow-up,No reason specified,0
47,F,Town,Basic Membership,Yes,CID25016,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23,134.01,1391.95,-9.778056241635639,Yes,No,Yes,Solved,Poor Customer Service,1
38,M,Town,Premium Membership,No,xxxxxxxx,Without Offers,Both,Wi-Fi,7,303.57,83557.61,18.0,Yes,No,No,Not Applicable,User Friendly Website,0
46,M,City,Platinum Membership,Yes,CID51142,Credit/Debit Card Offers,Desktop,Wi-Fi,11,111.67,32763.55,8.0,Yes,No,No,Not Applicable,Reasonable Price,0
57,F,City,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,275.96,39593.69,18.0,No,Yes,Yes,Solved in Follow-up,No reason specified,1
33,F,Town,Premium Membership,Yes,CID30788,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,132.35,31529.29,22.0,No,Yes,Yes,No Information Available,Poor Customer Service,0
30,M,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,12,190.0,83721.53,14.0,No,Yes,Yes,No Information Available,Quality Customer Care,0
28,F,Town,Gold Membership,No,xxxxxxxx,Without Offers,Both,Wi-Fi,14,308.77,45564.89,36.92659854662425,Yes,No,Yes,Solved,Poor Website,1
36,F,Town,Platinum Membership,Yes,CID24551,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,32.73,10682.17,8.0,No,Yes,Yes,Solved,Quality Customer Care,0
10,F,City,Gold Membership,Yes,CID8785,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,74.69,34691.81,Error,No,Yes,No,Not Applicable,Poor Website,0
60,M,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16,39.58,22217.03,10.0,Yes,No,Yes,No Information Available,Products always in Stock,0
24,F,Village,Silver Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,15,1073.3537024967668,41909.72,19.0,No,Yes,Yes,Solved,Poor Customer Service,0
16,M,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20,82.39,36823.04,16.0,No,Yes,Yes,Solved in Follow-up,Too many ads,1
32,M,City,No Membership,Yes,CID55866,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,30.36,31957.7,27.0,Yes,No,No,Not Applicable,Too many ads,1
24,F,City,Gold Membership,Yes,CID41967,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,679.89,16057.0,10.0,Yes,No,Yes,Unsolved,Poor Customer Service,0
52,F,City,Basic Membership,Yes,CID4720,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21,238.45,46894.53,17.0,No,Yes,No,Not Applicable,Poor Website,1
38,M,Village,No Membership,Yes,CID28137,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15,33.55,8349.42,21.0,No,Yes,No,Not Applicable,Poor Website,1
60,F,City,Basic Membership,Yes,CID8997,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,67.33,36657.9,12.0,No,Yes,Yes,Unsolved,Too many ads,1
33,M,Village,Premium Membership,Yes,CID33964,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,131.28,919.98,14.0,Yes,No,No,Not Applicable,No reason specified,0
30,F,Town,Gold Membership,Yes,CID34799,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19,30.15,29308.81,Error,Yes,No,No,Not Applicable,No reason specified,0
24,F,Town,Silver Membership,Yes,CID134,Credit/Debit Card Offers,Desktop,Mobile_Data,17,577.29,21583.1,17.0,No,Yes,No,Not Applicable,Too many ads,1
12,M,City,Silver Membership,Yes,CID25060,Credit/Debit Card Offers,Both,Fiber_Optic,15,280.46,10627.89,19.0,Yes,No,Yes,No Information Available,Reasonable Price,0
18,M,Town,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,31.46,17519.74,21.0,Yes,No,Yes,Unsolved,Poor Website,1
38,M,City,Platinum Membership,Yes,CID1307,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,93.35,2862.76,Error,Yes,No,No,Not Applicable,Poor Website,0
29,M,Village,Premium Membership,Yes,CID1438,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,723.31,37094.39,4.0,Yes,Yes,Yes,Unsolved,Products always in Stock,0
57,M,Town,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,333.55,4778.28,11.0,Yes,No,No,Not Applicable,No reason specified,1
63,F,City,Basic Membership,Yes,CID44527,Credit/Debit Card Offers,Smartphone,Mobile_Data,7,90.91,49635.42,6.0,Yes,No,Yes,Solved,Poor Website,1
26,F,Town,Basic Membership,Yes,CID22885,Without Offers,Smartphone,Mobile_Data,15,81.69,33181.09,Error,Yes,No,No,Not Applicable,Poor Product Quality,1
59,M,City,Basic Membership,Yes,CID46899,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,51.6,47324.92,23.0,Yes,No,Yes,Unsolved,Poor Customer Service,1
20,F,Town,No Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,20,66.75,40702.67,16.0,No,Yes,Yes,Solved,Poor Website,1
22,F,Town,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,11,103.35,12909.15,5.0,No,Yes,No,Not Applicable,Products always in Stock,0
39,M,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11,34.36,17755.38,8.0,Yes,No,No,Not Applicable,Poor Customer Service,0
52,F,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,130.69,21539.24,23.0,No,Yes,No,Not Applicable,Poor Product Quality,1
32,F,Town,Gold Membership,Yes,CID44175,Gift Vouchers/Coupons,Desktop,Mobile_Data,22,1132.920810807719,2824.56,Error,No,Yes,No,Not Applicable,No reason specified,0
36,M,City,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3,259.59,9258.36,5.0,Yes,Yes,Yes,Unsolved,Poor Website,1
56,F,Village,Platinum Membership,Yes,CID46129,Credit/Debit Card Offers,Desktop,Wi-Fi,14,53.24,15185.45,28.0,Yes,No,No,Not Applicable,No reason specified,0
58,M,City,Premium Membership,Yes,CID16386,Without Offers,Smartphone,Fiber_Optic,15,263.74,34000.69,22.0,Yes,Yes,No,Not Applicable,No reason specified,0
39,M,City,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,54.49,44897.61,6.0,Yes,No,No,Not Applicable,Poor Product Quality,0
24,F,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,93.98,12869.46,24.0,No,Yes,No,Not Applicable,Poor Customer Service,1
53,M,Village,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,18,30.47,2610.26,14.0,No,Yes,Yes,No Information Available,No reason specified,1
29,F,City,Premium Membership,Yes,CID57166,Without Offers,Desktop,Mobile_Data,13,1105.2761428811946,6709.25,29.0,No,Yes,Yes,Solved,Poor Product Quality,0
40,F,Town,Basic Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,9,136.37,23352.49,18.0,No,Yes,Yes,No Information Available,Poor Product Quality,1
45,F,Town,Platinum Membership,Yes,CID37429,Credit/Debit Card Offers,Desktop,Mobile_Data,13,31.97,21876.19,17.0,Yes,No,No,Not Applicable,Poor Website,0
45,M,Town,Premium Membership,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,5,88.6,64995.58,4.0,Yes,No,No,Not Applicable,Reasonable Price,0
37,F,City,Basic Membership,Yes,CID6179,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,31.51,19559.22,17.0,Yes,No,No,Not Applicable,Poor Product Quality,1
42,M,Village,No Membership,No,xxxxxxxx,Without Offers,Both,Mobile_Data,16,246.73,13241.26,20.0,Yes,No,Yes,Solved,No reason specified,1
31,M,Village,Premium Membership,Yes,CID631,Without Offers,Desktop,Wi-Fi,10,90.79,33424.22,Error,Yes,No,Yes,Unsolved,Poor Customer Service,0
26,F,City,No Membership,Yes,CID37116,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,33.64,23704.4,28.0,Yes,No,No,Not Applicable,No reason specified,1
49,M,City,No Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9,175.63,14330.64,27.0,Yes,No,Yes,No Information Available,Poor Website,1
46,F,Town,Gold Membership,Yes,CID40758,Credit/Debit Card Offers,Desktop,Wi-Fi,13,344.0,8186.08,Error,No,Yes,Yes,No Information Available,Poor Website,1
25,M,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15,185.33,41117.55,23.0,Yes,No,No,Not Applicable,Poor Website,0
32,M,City,Platinum Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,45.78,49725.15,Error,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
39,M,Town,Basic Membership,Yes,CID17073,Without Offers,Desktop,Wi-Fi,7,31.1,32709.53,29.0,No,Yes,Yes,No Information Available,Too many ads,1
33,F,Town,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,16,408.77,33734.44,-10.882985515306935,Yes,Yes,Yes,Unsolved,Poor Website,0
22,M,City,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11,458.37,46211.06,14.0,Yes,No,Yes,No Information Available,Too many ads,1
21,M,City,Premium Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,7,151.92,45844.96,4.0,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
41,M,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,9,254.47,13187.61,8.0,Yes,No,No,Not Applicable,No reason specified,1
44,F,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,164.55,23559.61,14.0,No,Yes,No,Not Applicable,Too many ads,1
51,M,Town,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,1,354.57,1250.64,-7.0472650339740355,No,Yes,Yes,No Information Available,Too many ads,1
19,F,City,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,10,174.59,18984.83,10.0,No,Yes,No,Not Applicable,User Friendly Website,0
49,F,Town,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,7,33.89,10028.02,23.0,No,Yes,No,Not Applicable,Poor Product Quality,1
53,F,Village,No Membership,Yes,CID63491,Without Offers,Desktop,Wi-Fi,15,122.83,18372.39,Error,No,Yes,No,Not Applicable,Poor Customer Service,1
60,M,City,Silver Membership,Yes,CID23809,Credit/Debit Card Offers,Desktop,Wi-Fi,8,2562.092026620602,67724.87,38.54028303065061,Yes,No,Yes,Solved,User Friendly Website,0
26,F,City,Basic Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,31.12,31987.76,15.0,Yes,No,Yes,Unsolved,Poor Product Quality,1
13,F,Town,Silver Membership,Yes,CID34856,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,30.64,20387.6,25.0,No,Yes,Yes,Solved in Follow-up,Too many ads,0
14,M,City,Silver Membership,Yes,CID10986,Without Offers,Desktop,Mobile_Data,6,31.97,5848.18,28.0,No,Yes,Yes,Unsolved,Poor Website,0
41,F,Town,Basic Membership,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,11,261.85,3948.07,18.0,Yes,No,No,Not Applicable,Poor Customer Service,1
63,F,City,Gold Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,25,246.39,14224.22,18.0,Yes,No,Yes,Unsolved,Poor Customer Service,0
12,M,Town,Basic Membership,Yes,CID51030,Without Offers,Smartphone,Mobile_Data,19,956.24,21326.65,24.0,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
22,F,Town,Platinum Membership,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,4,229.06,24463.4,Error,No,Yes,No,Not Applicable,Poor Website,0
48,F,City,Premium Membership,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,34.45,29605.71,12.0,No,Yes,No,Not Applicable,Poor Website,0
51,F,Town,Gold Membership,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,19,112.48,22894.58,27.0,Yes,No,Yes,Unsolved,Poor Product Quality,0
26,M,Town,Premium Membership,Yes,CID38111,Without Offers,Smartphone,Fiber_Optic,13,168.3,39889.16,23.0,No,Yes,Yes,Solved,Too many ads,0
28,F,City,No Membership,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,10,449.77,20010.02,14.0,Yes,Yes,Yes,No Information Available,No reason specified,1
10,F,Town,Silver Membership,Yes,CID50400,Without Offers,Smartphone,Fiber_Optic,4,140.93,33350.19,7.0,No,Yes,No,Not Applicable,Too many ads,1
39,F,Village,No Membership,Yes,CID9119,Without Offers,Both,Wi-Fi,14,228.25,40392.99,7.0,No,Yes,No,Not Applicable,Poor Customer Service,1
26,M,Village,Basic Membership,Yes,CID27097,Without Offers,Desktop,Wi-Fi,17,105.46,9642.27,20.0,Yes,No,Yes,Solved,Poor Product Quality,1
12,F,City,Basic Membership,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,5,1203.4550709880225,11822.01,23.0,No,Yes,No,Not Applicable,Poor Product Quality,1
16,F,Town,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13,393.47,45142.33,7.0,Yes,Yes,No,Not Applicable,Poor Customer Service,0
15,F,City,Basic Membership,Yes,CID28299,Without Offers,Desktop,Mobile_Data,14,223.29,22128.21,-1.5378267006016841,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
23,F,Town,Basic Membership,Yes,CID20113,Without Offers,Desktop,Mobile_Data,8,41.38,22218.42,26.0,No,Yes,No,Not Applicable,No reason specified,1
48,M,City,Silver Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,7,33.08,30562.23,12.0,No,Yes,No,Not Applicable,User Friendly Website,0
18,M,Village,Premium Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,346.81,6981.12,13.0,No,Yes,Yes,Solved,No reason specified,0
21,M,Town,Silver Membership,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,14,201.47,11145.94,46.44566382214041,Yes,No,Yes,Unsolved,Poor Website,1
43,F,City,Basic Membership,Yes,CID63900,Without Offers,Desktop,Wi-Fi,19,120.78,26281.86,26.0,Yes,No,No,Not Applicable,Poor Product Quality,1
63,F,City,Gold Membership,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,19,211.05,4511.76,12.0,Yes,Yes,No,Not Applicable,No reason specified,1
32,F,City,No Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,118.89,1726.57,7.0,Yes,No,No,Not Applicable,No reason specified,1
64,F,City,Gold Membership,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,303.13,12511.98,20.0,Yes,No,No,Not Applicable,Poor Product Quality,0
17,F,Town,Silver Membership,Yes,CID56598,Without Offers,Desktop,Wi-Fi,12,80.54,7689.36,27.0,Yes,No,Yes,No Information Available,Poor Website,1
