age,gender,region_category,membership_category,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn
52,0,0,2,0,6286,1,1,2,16,130.69,21539.24,376,621.33,0,1,0,1,2,1
32,0,1,1,1,3737,1,1,1,22,1132.920810807719,2824.56,802,1096.7502203621557,0,1,0,1,0,0
36,1,0,0,0,6286,2,1,2,3,259.59,9258.36,729,670.94,1,1,1,4,3,1
56,0,2,3,1,3965,0,1,2,14,53.24,15185.45,391,1265.060830267072,1,0,0,1,0,0
58,1,0,4,1,683,2,2,0,15,263.74,34000.69,375,725.93,1,1,0,1,0,0
39,1,0,4,0,6286,1,2,1,20,54.49,44897.61,794,796.16,1,0,0,1,2,0
24,0,1,5,0,6286,0,2,0,11,93.98,12869.46,377,700.54,0,1,0,1,1,1
53,1,2,0,0,6286,0,2,2,18,30.47,2610.26,351,635.58,0,1,1,0,0,1
29,0,0,4,1,5150,2,1,1,13,1105.2761428811946,6709.25,403,716.92,0,1,1,2,2,0
40,0,1,0,0,6286,2,2,0,9,136.37,23352.49,357,681.74,0,1,1,0,2,1
45,0,1,3,1,2969,0,1,1,13,31.97,21876.19,355,751.4,1,0,0,1,3,0
45,1,1,4,0,6286,2,2,0,5,88.6,64995.58,582,771.69,1,0,0,1,6,0
37,0,0,0,1,5639,1,2,0,14,31.51,19559.22,355,634.59,1,0,0,1,2,1
42,1,2,2,0,6286,2,0,1,16,246.73,13241.26,372,680.37,1,0,1,2,0,1
31,1,2,4,1,5788,2,1,2,10,90.79,33424.22,802,767.29,1,0,1,4,1,0
26,0,0,2,1,2926,0,2,1,15,33.64,23704.4,391,678.85,1,0,0,1,0,1
49,1,0,2,0,6286,0,2,0,9,175.63,14330.64,387,685.89,1,0,1,0,3,1
46,0,1,1,1,3355,0,1,2,13,344.0,8186.08,802,671.77,0,1,1,0,3,1
25,1,1,1,0,6286,0,2,0,15,185.33,41117.55,376,757.36,1,0,0,1,3,0
32,1,0,3,0,6286,1,1,0,11,45.78,49725.15,802,797.24,0,1,1,3,4,0
39,1,1,0,1,768,2,1,2,7,31.1,32709.53,403,672.53,0,1,1,0,7,1
33,0,1,1,0,6286,0,0,2,16,408.77,33734.44,53,705.44,1,1,1,4,3,0
22,1,0,1,0,6286,2,1,0,11,458.37,46211.06,351,644.86,1,0,1,0,7,1
21,1,0,4,0,6286,0,1,2,7,151.92,45844.96,582,825.42,1,0,1,3,8,0
41,1,0,2,0,6286,1,0,2,9,254.47,13187.61,800,503.61,1,0,0,1,0,1
44,0,0,1,0,6286,0,1,0,14,164.55,23559.61,351,690.24,0,1,0,1,7,1
51,1,1,0,0,6286,1,2,2,1,354.57,1250.64,281,614.19,0,1,1,0,7,1
19,0,0,5,0,6286,1,1,2,10,174.59,18984.83,346,728.84,0,1,0,1,8,0
49,0,1,0,0,6286,2,1,1,7,33.89,10028.02,376,628.91,0,1,0,1,2,1
53,0,2,2,1,5835,2,1,2,15,122.83,18372.39,802,665.07,0,1,0,1,1,1
60,1,0,5,1,1496,0,1,2,8,2562.092026620602,67724.87,556,725.45,1,0,1,2,8,0
26,0,0,0,0,6286,1,1,1,9,31.12,31987.76,353,633.61,1,0,1,4,2,1
13,0,1,5,1,2658,1,1,0,10,30.64,20387.6,380,718.03,0,1,1,3,7,0
14,1,0,5,1,109,2,1,1,6,31.97,5848.18,391,717.12,0,1,1,4,3,0
41,0,1,0,0,6286,2,1,2,11,261.85,3948.07,357,636.87,1,0,0,1,1,1
63,0,0,1,0,6286,0,0,1,25,246.39,14224.22,357,745.61,1,0,1,4,1,0
12,1,1,0,1,4486,2,2,1,19,956.24,21326.65,377,623.55,1,1,1,3,0,1
22,0,1,3,0,6286,0,0,1,4,229.06,24463.4,802,713.81,0,1,0,1,3,0
48,0,0,4,1,6286,1,2,0,21,34.45,29605.71,349,727.85,0,1,0,1,3,0
51,0,1,1,0,6286,2,1,1,19,112.48,22894.58,387,768.71,1,0,1,4,2,0
26,1,1,4,1,3045,2,2,0,13,168.3,39889.16,376,797.13,0,1,1,2,7,0
28,0,0,2,1,6286,0,0,0,10,449.77,20010.02,351,653.04,1,1,1,0,0,1
10,0,1,5,1,4436,2,2,0,4,140.93,33350.19,799,672.02,0,1,0,1,7,1
39,0,2,2,1,6178,2,0,2,14,228.25,40392.99,799,655.04,0,1,0,1,1,1
26,1,2,0,1,1831,2,1,2,17,105.46,9642.27,372,618.4,1,0,1,2,2,1
12,0,0,0,0,6286,0,1,1,5,1203.4550709880225,11822.01,376,1028.2704341101137,0,1,0,1,2,1
16,0,1,1,0,6286,1,1,0,13,393.47,45142.33,799,768.76,1,1,0,1,1,0
15,0,0,0,1,1953,2,1,1,14,223.29,22128.21,23,708.36,0,1,1,3,2,1
23,0,1,0,1,1093,2,1,1,8,41.38,22218.42,382,665.55,0,1,0,1,0,1
48,1,0,5,0,6286,1,2,1,7,33.08,30562.23,349,715.7,0,1,0,1,8,0
18,1,2,4,0,6286,1,2,1,19,346.81,6981.12,350,792.67,0,1,1,2,0,0
21,1,1,5,0,6286,0,2,1,14,201.47,11145.94,688,646.15,1,0,1,4,3,1
43,0,0,0,1,5882,2,1,2,19,120.78,26281.86,382,646.08,1,0,0,1,2,1
63,0,0,1,0,6286,2,2,1,19,211.05,4511.76,349,665.25,1,1,0,1,0,1
32,0,0,2,0,6286,1,1,2,12,118.89,1726.57,799,546.62,1,0,0,1,0,1
64,0,0,1,0,6286,1,2,1,14,303.13,12511.98,372,788.82,1,0,0,1,2,0
17,0,1,5,1,5087,2,1,2,12,80.54,7689.36,387,622.42,1,0,1,0,3,1
26,1,0,2,0,6286,0,2,2,17,752.23,27206.65,353,678.26,0,1,0,1,2,1
29,0,2,3,1,4395,1,1,2,8,703.69,6504.86,799,681.7252667506648,1,1,0,1,2,0
20,1,1,2,0,6286,1,2,2,22,182.68,12084.92,66,512.63,0,1,1,4,7,1
34,0,1,0,1,5010,0,2,2,12,831.76,7578.74,376,551.37,0,1,0,1,2,1
54,0,1,2,1,3574,0,0,2,14,743.53,5364.53,387,1114.8224968747886,1,0,0,1,2,1
34,1,1,1,1,2588,2,2,0,2,224.86,22203.34,382,643.02,0,1,0,1,0,1
22,0,1,2,0,6286,0,1,0,4,465.4,2750.75,403,504.71,1,0,0,1,2,1
31,0,0,2,0,6286,2,2,0,6,262.33,32127.26,376,608.02,0,1,0,1,2,1
28,0,1,5,0,6286,0,2,1,24,319.01,46734.35,350,657.08,0,1,1,2,1,1
34,0,0,4,0,6286,0,1,2,19,47.6,20555.42,377,376.5571064755252,1,0,0,1,0,0
50,1,1,0,0,6286,0,2,2,15,166.65,27953.82,357,579.74,0,1,1,2,3,1
50,0,2,3,0,6286,1,2,2,17,56.42,33941.99,582,306.14898236882283,1,0,0,1,5,0
37,1,0,2,0,6286,1,2,1,7,1102.2020697018993,31731.24,377,661.33,1,0,0,1,7,1
13,1,0,1,1,1419,1,1,2,13,529.05,1881.99,403,615.11,1,0,1,3,7,1
62,1,2,2,1,3233,0,1,1,25,112.87,10441.18,377,648.36,1,0,0,1,3,1
49,1,2,3,0,6286,1,1,0,4,1403.1328931933265,49226.93,802,793.17,1,0,1,2,4,0
17,0,1,2,1,1077,2,2,0,14,33.89,36554.87,357,719.17,1,0,0,1,3,1
47,0,1,0,0,6286,1,0,0,22,214.59,11039.13,136,502.78,0,1,0,1,7,1
40,1,1,0,0,6286,1,1,2,13,55.67,46412.45,799,665.28,1,0,1,3,7,1
27,1,0,5,1,3342,2,1,2,15,32.51,49391.05,349,1224.7312838554342,1,0,0,1,8,0
63,0,1,5,1,5549,1,2,1,20,1055.1099311199464,2648.94,382,694.61,1,0,0,1,0,1
50,0,1,4,0,6286,0,1,1,11,124.18,9547.5,358,790.16,1,0,1,2,3,0
60,1,1,2,0,6286,2,0,1,25,402.5,31884.15,354,967.2639249252866,0,1,0,1,1,1
25,1,1,1,0,6286,1,2,2,23,112.6,24942.3,799,769.06,1,0,0,1,0,0
12,0,0,5,1,1209,1,1,1,16,122.98,1423.48,729,780.3,0,1,1,3,2,0
56,1,2,2,1,1042,1,1,2,13,107.34,29169.34,380,711.27,0,1,1,0,2,1
29,1,1,2,1,3556,2,1,1,25,225.91,22413.36,802,662.27,0,1,0,1,1,1
26,0,2,4,1,1517,2,2,1,23,799.48,7308.27,410,780.33,1,1,1,2,4,0
55,0,0,2,1,4726,1,1,2,3,38.3,5206.6,350,635.17,0,1,0,1,0,1
55,1,1,4,0,6286,2,1,1,3,423.46,31199.05,802,738.09,1,0,1,3,0,0
13,0,1,4,1,4572,1,1,0,20,145.09,86737.5,354,741.41,1,0,1,0,4,0
15,0,2,0,0,6286,1,1,0,15,129.97,39577.78,382,610.95,1,0,1,2,3,1
23,1,0,1,0,6286,1,1,1,17,216.72,14254.73,354,1247.4064528615063,1,0,0,1,4,0
37,1,1,2,0,6286,0,1,1,10,195.2,42750.44,403,610.28,0,1,1,0,0,1
58,0,0,5,0,6286,0,1,0,24,1036.0182538678066,21399.05,355,614.91,0,1,1,2,0,1
14,0,1,4,1,543,1,1,2,5,214.76,12954.19,374,1263.3884138114302,0,1,0,1,0,0
50,0,1,3,1,1009,1,2,0,3,410.91,41474.33,349,787.5,0,1,0,1,6,0
31,0,2,2,1,6286,2,1,1,12,1870.17,43659.65,802,147.15425732756944,1,1,1,4,1,1
41,0,0,0,1,2544,2,1,0,13,98.67,22091.45,800,545.04,1,0,1,0,0,1
48,1,1,5,0,6286,1,2,0,6,286.2,9980.7,736,692.84,1,0,0,1,7,1
46,0,2,2,0,6286,2,1,2,19,313.9,12447.28,355,594.05,1,0,1,0,2,1
13,0,2,1,0,6286,0,2,0,3,34.68,46457.94,375,720.05,1,0,1,3,2,0
59,0,0,3,0,6286,0,1,0,10,34.18,25547.71,376,716.59,1,0,0,1,3,0
10,0,1,3,1,2898,0,0,2,14,269.98,39452.72,800,741.14,0,1,0,1,5,0
53,1,0,4,1,2308,0,1,0,9,145.59,24027.93,349,1158.608596227093,1,0,1,0,4,0
10,0,0,4,1,5295,1,1,1,21,31.95,14390.16,801,713.28,0,1,0,1,1,0
60,1,0,1,1,2166,1,1,1,2,33.55,63648.72,346,789.1,1,0,0,1,8,0
36,1,1,0,0,6286,0,2,2,12,180.15,28963.87,391,1097.7515222759007,0,1,1,4,0,1
19,1,0,2,1,2862,2,0,0,5,935.69,23837.31,382,680.06,1,1,0,1,7,1
11,1,1,2,1,5533,0,0,1,19,236.24,35859.54,802,630.53,1,0,1,0,2,1
55,1,0,0,1,2050,1,1,0,13,31.69,27476.11,357,609.32,1,0,0,1,7,1
14,0,2,4,0,6286,1,2,1,10,264.04,6344.62,353,1013.532756385279,1,0,1,2,1,0
13,1,1,3,0,6286,1,1,0,15,80.56,6930.87,802,733.87,1,0,0,1,1,0
45,1,1,5,1,3182,0,2,1,11,34.88,37986.96,802,763.52,0,1,0,1,1,0
24,0,2,5,0,6286,1,1,1,13,140.71,19107.09,377,604.4,0,1,1,2,0,1
26,1,0,4,1,2543,1,2,1,11,46.64,68072.08,799,777.5,1,0,0,1,4,0
18,1,1,2,0,6286,1,1,1,19,164.15,32947.37,403,698.5,0,1,1,3,1,1
23,0,1,2,0,6286,2,2,0,14,31.83,12059.6,374,622.2,1,0,1,0,1,1
52,1,0,1,1,1657,0,1,1,10,153.35,29948.37,802,627.74,0,1,0,1,0,1
59,0,1,2,0,6286,2,1,1,17,272.18,35328.5,353,546.23,1,0,0,1,2,1
35,0,1,3,1,2243,2,1,1,11,230.22,36949.69,355,770.88,1,0,0,1,7,0
15,0,0,2,1,5548,2,1,2,6,156.89,20660.19,357,371.2340198444889,1,0,1,4,1,1
12,0,0,4,1,3254,0,1,2,5,30.92,50769.3,794,755.5,1,0,0,1,6,0
42,0,0,0,0,6286,1,2,1,14,226.4,10495.47,355,37.61660767912724,0,1,0,1,2,1
29,0,0,3,0,6286,0,1,1,21,31.26,70571.86,582,791.67,0,1,0,1,6,0
44,1,1,1,1,2402,1,1,0,13,30.3,24932.69,729,730.53,0,1,1,2,1,0
22,1,0,4,0,6286,2,1,2,8,155.24,26679.02,374,778.22,1,0,0,1,2,0
42,1,0,1,0,6286,1,2,0,12,57.21,65679.72,350,566.5985367360988,0,1,1,2,6,0
37,1,1,3,0,6286,2,1,2,16,444.86,10033.78,802,736.28,1,0,1,3,0,0
16,1,1,1,1,5213,0,2,0,13,1043.6808602479111,29152.79,387,318.04578501735284,0,1,1,3,1,1
60,0,1,5,1,2023,2,2,0,14,545.48,30071.07,353,660.68,0,1,1,3,2,1
42,1,1,5,1,1618,1,1,1,3,1384.17,27079.25,380,667.39,1,1,1,3,0,1
53,1,0,3,0,6286,0,1,2,9,360.93,9582.1,355,775.42,1,0,1,0,7,0
55,1,1,2,0,6286,0,1,2,10,326.74,13717.28,802,636.79,1,0,0,1,7,1
40,1,0,3,0,6286,0,2,2,17,74.01,25478.99,377,765.27,0,1,1,2,1,0
51,0,1,1,1,6286,2,1,0,16,40.51,82652.67,800,786.2,1,0,0,1,8,0
36,1,0,5,0,6286,0,1,0,18,185.5,25288.04,801,799.57,0,1,1,2,8,0
51,1,0,2,0,6286,2,2,0,13,34.32,13105.16,802,664.85,1,0,1,2,2,1
21,0,1,2,0,6286,0,2,2,18,304.38,7525.58,374,718.59,1,0,0,1,3,1
54,1,0,1,0,6286,2,1,1,16,130.4,20063.8,357,793.44,0,1,1,4,4,0
33,0,1,0,0,6286,1,0,1,16,287.51,47423.1,716,515.65,0,1,1,4,7,1
26,0,1,2,1,5281,1,0,2,6,2084.7,35043.81,376,202.6962271489808,0,1,1,4,1,1
29,1,1,2,0,6286,0,0,2,8,487.53,28398.56,632,532.84,0,1,0,1,1,1
43,0,1,4,1,4826,1,1,0,16,73.1,35896.43,349,783.58,1,0,0,1,8,0
29,0,0,5,0,6286,2,2,1,15,330.22,38400.15,799,309.8930419538807,1,0,1,3,7,1
28,0,2,5,0,6286,0,2,1,19,90.84,39717.46,350,681.09,0,1,0,1,2,1
62,1,0,0,0,6286,2,2,0,9,211.82,36780.57,377,625.7,1,0,1,3,2,1
18,0,0,0,1,1383,0,1,0,17,145.32,10424.29,354,622.09,1,0,0,1,1,1
26,0,0,5,0,6286,2,1,2,4,1030.2983348743917,6395.84,376,632.19,0,1,0,1,7,1
61,0,1,0,0,6286,1,2,2,11,235.73,12439.6,431,689.86,1,0,0,1,1,1
45,1,1,4,0,6286,2,2,2,15,195.91,56908.0,346,706.82,1,0,1,3,4,0
12,1,1,1,0,6286,2,2,1,13,119.87,5219.97,372,763.38,0,1,0,1,3,0
57,0,1,3,0,6286,0,1,1,19,175.84,46344.94,802,721.73,1,0,0,1,4,0
25,0,1,1,0,6286,1,2,2,16,66.76,18769.17,353,703.48,1,0,1,0,3,0
45,1,1,3,0,6286,1,2,0,16,228.13,48287.33,353,1209.3617341297693,0,1,1,0,1,0
33,1,1,5,1,2612,0,2,1,14,70.94,7653.03,350,685.33,1,0,1,2,0,1
61,0,0,3,0,6286,0,1,0,10,59.76,38214.07,375,1053.3551122430365,1,0,1,2,7,0
19,1,1,2,1,4499,2,2,0,19,1086.709311579226,28071.38,350,382.7567823886368,1,0,0,1,3,1
27,1,0,1,0,6286,1,2,0,17,139.29,45602.93,729,699.24,0,1,1,0,0,1
47,0,0,2,1,6046,0,2,2,2,91.87,44141.07,801,642.19,0,1,1,2,7,1
30,0,1,2,1,6286,1,0,1,10,354.91,38774.55,403,681.45,1,0,0,1,7,1
48,0,0,1,1,5536,1,0,0,15,396.87,31330.9,802,703.39,0,1,1,3,7,0
48,0,1,2,1,3995,2,2,2,16,1001.7889640705748,47736.04,800,513.86,1,0,0,1,3,1
45,1,1,3,1,5250,0,0,0,13,724.41,5573.4,382,747.31,1,0,0,1,1,0
30,0,2,4,0,6286,1,2,0,1,169.2,55820.76,89,789.08,0,1,0,1,6,0
26,1,2,3,0,6286,0,2,1,13,33.03,6837.84,351,789.83,0,1,0,1,7,0
50,0,1,4,1,5188,1,0,2,5,599.97,30017.92,802,837.48,1,1,1,3,8,0
61,1,0,2,0,6286,0,1,1,22,30.23,28002.44,387,650.76,1,0,1,4,2,1
37,0,0,2,1,1277,1,1,1,14,80.6,30642.18,800,659.92,0,1,0,1,7,1
25,0,0,0,1,6286,0,2,2,11,63.0,5307.39,391,649.32,0,1,0,1,7,1
59,0,1,5,0,6286,2,1,2,21,264.95,26375.05,349,744.84,1,0,0,1,0,0
45,0,0,0,1,561,1,0,2,10,597.0,44663.95,377,676.51,1,0,1,2,7,1
58,1,1,0,0,6286,1,1,0,4,125.62,27561.26,794,619.24,0,1,0,1,7,1
16,0,1,4,1,620,1,1,1,13,97.72,24498.81,354,758.2,1,0,0,1,4,0
41,0,1,2,1,3513,0,2,0,16,1173.618824771764,22436.15,376,639.34,1,0,0,1,1,1
17,1,2,5,1,5232,1,0,0,4,440.22,8656.27,376,767.01,1,1,0,1,2,0
21,0,0,2,0,6286,2,1,0,19,98.58,38803.0,5,666.02,0,1,0,1,7,1
59,1,1,3,1,6286,1,2,2,9,48.03,36200.76,800,768.71,0,1,0,1,7,0
63,1,0,0,1,1339,2,1,0,16,31.84,1753.78,374,680.45,1,0,0,1,1,1
43,1,1,1,1,5865,2,1,2,21,253.18,37171.96,376,731.9,0,1,1,2,2,0
43,1,0,2,1,5514,0,0,0,6,2177.16,39283.56,376,678.38,1,0,0,1,2,1
49,0,1,5,0,6286,2,2,1,15,989.7904481320908,29481.47,377,719.41,1,0,1,4,1,1
21,0,1,1,1,2319,0,0,1,14,539.29,10658.57,403,739.55,0,1,0,1,0,0
32,1,0,2,1,2695,1,1,1,12,67.31,6849.98,800,516.45,0,1,0,1,7,1
19,1,1,3,1,6237,2,2,1,22,81.07,24072.57,374,441.0912228938064,0,1,0,1,0,0
50,1,1,5,1,5721,1,2,1,23,33.11,46097.51,350,606.09,1,0,1,3,3,1
47,1,1,0,1,349,0,1,2,18,31.43,15245.11,802,655.82,0,1,1,3,1,1
48,1,1,2,1,2722,0,0,1,6,554.46,33288.38,802,655.34,1,0,1,3,3,1
12,1,1,1,0,6286,2,1,2,16,76.37,31677.28,391,346.9610666080528,1,0,1,2,2,1
32,1,0,1,1,1523,2,1,2,18,36.23,10073.46,375,682.21,1,0,0,1,2,1
44,0,2,1,1,4668,1,2,1,16,129.01,13261.32,355,788.87,1,0,1,3,7,0
33,1,1,2,0,6286,0,2,2,12,221.71,2679.83,351,545.87,0,1,0,1,0,1
41,0,2,5,1,2608,2,2,1,14,315.49,25620.64,802,607.3,1,0,0,1,1,1
64,0,1,0,1,1156,2,2,0,7,68.73,41222.88,463,984.6868641898697,0,1,0,1,2,1
39,1,1,5,1,5704,0,1,2,18,160.65,49741.4,482,724.8,1,0,1,0,5,0
35,1,0,0,0,6286,1,1,2,5,51.72,32065.02,802,694.38,1,0,0,1,0,1
51,0,0,4,0,6286,1,2,0,16,73.88,24502.05,794,806.72,1,0,1,3,6,0
17,0,1,0,1,297,1,1,0,14,207.86,6335.8,377,500.4,1,1,1,0,0,1
16,1,0,4,0,6286,0,1,0,6,145.51,5544.25,354,1074.7818751772934,1,0,0,1,2,0
37,1,1,1,1,4619,2,0,0,12,232.07,43324.06,802,628.72,1,0,1,3,3,1
19,1,1,5,1,5430,2,2,1,10,213.73,38023.54,729,647.89,1,0,1,0,0,1
31,0,1,2,0,6286,0,2,2,18,466.12,21673.65,375,510.15,0,1,1,2,3,1
27,0,1,3,1,4238,1,1,1,20,33.21,26737.11,802,384.1766655828614,0,1,0,1,7,0
40,1,1,5,0,6286,2,1,2,12,142.62,41359.35,357,717.68,0,1,0,1,0,0
56,0,1,2,0,6286,1,1,1,13,483.91,38417.89,799,688.6,0,1,1,2,1,1
60,0,2,4,1,6286,1,1,0,15,545.17,17430.75,346,839.08,1,1,0,1,5,0
58,0,1,4,0,6286,0,1,2,9,244.79,44864.34,391,454.6221280249103,1,1,0,1,7,0
52,0,1,5,0,6286,2,1,0,19,314.5,48703.33,382,637.33,0,1,0,1,0,1
47,0,1,1,0,6286,1,2,1,24,32.27,32265.62,799,1309.154362548971,1,0,0,1,3,0
27,0,1,0,0,6286,0,2,0,7,180.32,26858.63,372,653.69,0,1,0,1,2,1
32,0,2,4,0,6286,1,0,1,13,490.14,39153.44,372,432.38176447339777,1,0,1,4,0,0
14,0,1,1,1,6266,1,2,0,8,51.33,43085.44,582,742.46,0,1,1,0,5,0
25,1,0,3,0,6286,2,1,1,7,33.94,26512.59,372,768.12,1,0,0,1,1,0
55,0,0,2,0,6286,1,1,1,5,322.98,36658.92,693,381.66297303366713,0,1,0,1,1,1
13,1,1,3,1,5803,1,2,0,11,187.86,23554.65,353,702.15,0,1,0,1,6,0
50,0,1,0,0,6286,0,2,1,17,40.9,24606.53,358,518.45,0,1,1,0,1,1
12,1,0,1,0,6286,2,1,0,9,79.04,11864.7,403,1003.1237512394882,1,0,1,4,1,1
39,1,0,2,0,6286,0,2,0,20,222.61,41697.38,350,662.65,1,0,1,3,0,1
19,0,0,2,0,6286,0,1,2,23,55.84,45869.01,376,623.35,0,1,0,1,0,1
42,0,0,2,1,20,1,2,1,5,190.26,1254.93,799,528.29,0,1,0,1,3,1
34,0,2,0,1,2141,2,0,1,4,619.39,32962.29,387,296.18316701459383,1,0,0,1,0,1
51,1,1,1,1,1040,0,1,0,23,91.79,26385.26,350,763.41,0,1,0,1,5,0
64,0,1,3,1,4499,1,1,0,17,174.26,46377.38,346,727.66,0,1,1,0,3,0
31,1,0,2,1,4835,0,1,1,6,416.82,3769.51,800,647.18,0,1,1,3,7,1
13,1,2,2,1,3697,1,2,1,14,42.71,12157.55,347,999.3196473899328,0,1,1,2,3,1
47,0,2,1,0,6286,0,0,1,18,313.71,18131.22,802,1073.4200602743072,1,1,1,0,5,0
14,1,1,0,0,6286,2,2,2,8,30.48,27635.35,380,512.45,0,1,1,4,3,1
61,1,1,4,0,6286,1,1,0,20,33.63,16374.15,802,759.14,1,0,1,0,3,0
58,0,1,4,0,6286,2,1,0,15,396.49,5277.35,350,718.7,1,0,0,1,3,0
58,0,1,1,0,6286,2,0,0,3,313.14,45207.44,410,836.91,1,0,1,0,8,0
33,0,1,1,0,6286,2,2,0,18,249.26,2763.13,802,924.3379544953935,0,1,0,1,2,1
19,0,0,1,1,5193,2,2,1,24,139.94,44168.99,802,774.78,0,1,1,2,0,0
25,1,2,3,1,1189,1,1,0,14,186.31,70481.09,347,768.73,1,0,0,1,8,0
35,0,1,0,1,2664,2,2,0,6,906.12,36257.5,350,400.95315480361586,1,1,0,1,2,1
34,0,1,2,1,6286,1,1,0,15,67.17,43285.78,282,1178.0984840538786,1,0,0,1,7,1
59,1,2,1,1,2425,1,0,1,10,641.97,82013.33,354,825.06,0,1,0,1,4,0
39,0,0,5,1,5130,2,0,1,8,1468.83,15434.98,387,772.54,1,0,1,4,7,0
45,1,1,3,1,6242,1,1,1,18,1285.9110994731234,21075.43,355,783.89,0,1,0,1,8,0
37,1,1,1,0,6286,2,1,0,12,224.1,40752.27,350,763.2,1,0,1,4,5,0
41,0,2,1,0,6286,1,2,1,11,149.1,18047.09,800,765.31,1,0,0,1,2,0
56,1,2,0,1,2399,2,2,2,2,108.35,42113.61,346,646.42,1,0,0,1,2,1
43,1,0,3,0,6286,0,1,2,12,422.59,33072.96,372,712.96,0,1,0,1,3,0
38,1,2,1,0,6286,2,1,2,20,48.77,12911.64,802,695.21,1,0,0,1,2,1
45,1,0,0,0,6286,0,1,2,6,406.07,18316.95,403,684.87,1,0,1,2,3,1
46,1,2,1,1,1014,0,1,1,6,411.05,42963.95,374,669.33,1,0,0,1,0,1
26,0,0,1,1,4923,2,2,2,11,31.52,17788.69,403,712.79,1,0,0,1,7,1
55,0,2,5,1,312,1,2,2,10,255.89,54216.14,360,1019.273059942416,1,0,1,4,6,0
34,1,0,2,1,5016,0,2,0,12,81.44,31047.79,350,614.57,0,1,1,2,3,1
56,1,1,1,0,6286,1,2,1,12,968.9404603907908,23859.25,350,839.94,0,1,1,4,8,0
26,0,0,5,1,1280,2,2,2,23,131.39,12158.06,347,628.28,0,1,0,1,2,1
28,1,1,2,1,3477,1,2,2,8,66.36,6094.09,350,646.55,1,0,1,4,7,1
16,1,2,0,1,2766,1,2,1,4,904.72,34744.28,387,695.68,0,1,1,3,1,1
63,0,0,2,1,2458,1,1,2,9,30.21,31416.85,387,690.57,0,1,0,1,0,1
37,1,1,0,0,6286,1,2,0,15,39.72,41235.21,358,854.7714476405611,0,1,0,1,7,1
20,1,1,5,1,385,1,2,2,23,33.68,2170.73,358,749.31,0,1,1,2,0,0
61,0,1,4,0,6286,1,1,0,6,88.94,92776.48,354,832.31,0,1,1,0,5,0
33,0,0,4,0,6286,2,0,0,10,208.42,62493.42,351,788.65,1,0,0,1,5,0
29,0,1,1,0,6286,2,2,0,5,38.67,24653.89,729,2069.069760814851,1,0,0,1,3,0
35,1,1,2,1,5840,2,0,0,11,623.49,34352.81,801,1124.369721788508,1,0,1,0,0,1
39,0,0,2,0,6286,2,2,1,12,350.85,7548.18,350,664.56,1,0,1,3,3,1
51,0,1,0,0,6286,1,1,1,15,277.31,44900.48,355,627.03,0,1,1,2,2,1
13,1,1,1,1,1032,2,0,1,20,568.84,31820.44,349,675.27,1,0,1,2,0,1
61,1,0,1,1,5127,2,2,1,22,68.86,38965.8,354,704.13,1,0,1,3,2,0
41,0,0,2,0,6286,1,1,2,18,153.81,4334.07,377,658.6,1,0,0,1,0,1
43,1,1,4,0,6286,1,1,0,6,1054.7605056063437,45497.34,802,348.9657699217212,0,1,1,0,3,0
24,0,2,0,0,6286,0,2,2,12,35.97,8862.89,375,1036.0116786576868,0,1,0,1,1,1
44,1,2,5,1,609,0,1,2,17,287.15,4255.77,387,745.46,0,1,1,0,2,0
47,1,1,1,1,2479,1,2,2,11,1588.07,40347.77,255,737.38,1,0,1,3,3,0
13,1,2,0,0,6286,1,2,2,20,82.93,48529.92,802,659.33,1,0,0,1,1,1
46,1,2,3,0,6286,1,1,2,14,80.99,23189.15,794,721.74,0,1,0,1,8,0
38,1,0,2,1,275,2,1,1,19,1046.8420659756002,8947.67,357,588.23,1,0,1,3,2,1
26,1,0,2,1,6000,1,1,1,21,166.86,40913.64,346,627.76,0,1,0,1,0,1
48,1,1,0,0,6286,2,2,1,23,67.12,34533.86,802,867.5642513275624,1,0,0,1,7,1
36,1,0,3,0,6286,1,1,0,24,422.0,40767.74,377,714.23,1,1,1,3,7,0
38,0,2,0,1,3705,0,1,2,13,86.86,15955.97,382,635.04,0,1,1,2,7,1
23,1,1,2,0,6286,2,2,0,10,71.41,47746.23,802,697.36,0,1,0,1,1,1
19,0,0,2,0,6286,0,1,0,24,179.39,49568.12,403,633.37,0,1,0,1,7,1
21,1,1,0,1,1692,2,1,1,23,36.57,33373.95,347,666.69,1,0,0,1,7,1
53,1,2,0,1,241,2,2,0,8,97.53,39265.82,380,329.38197234884126,1,0,1,2,0,1
40,0,0,2,0,6286,2,2,2,15,464.44,21710.96,802,1089.5485494073353,1,0,1,4,1,1
22,1,0,2,1,6193,0,1,1,18,1292.841919246673,28893.31,387,371.8758727712335,0,1,0,1,7,1
19,0,0,1,0,6286,0,2,0,9,162.54,1494.85,801,713.22,0,1,0,1,6,0
20,0,1,2,1,1516,1,2,1,5,309.12,37758.08,346,500.11,0,1,1,4,1,1
64,1,0,4,1,2069,2,2,2,12,95.99,77699.0,800,339.89115181885575,0,1,0,1,5,0
32,0,1,3,0,6286,2,2,0,14,424.68,6516.24,382,494.9104962237981,0,1,1,4,2,0
